,0,1,2,3,4,5
0,4.831568410600543,6.590264384421194,6.590264384421194,6.590264384421194,13.51352201958026,13.287512379549447
1,4.300608746058569,6.080801205050134,6.080801205050134,6.080801205050134,13.523493027262925,13.286912379549445
2,3.226851373593133,5.011954262187868,5.011954262187868,5.011954262187868,12.594362584358963,13.273832980797497
3,3.128684442704535,4.936347394774357,4.936347394774357,4.936347394774357,11.802719758800974,13.162646158316619
4,2.9393544609597178,4.756571194974128,4.756571194974128,4.756571194974128,11.671441026638766,12.715677820226466
5,3.025047465327452,4.836025646072486,4.836025646072486,4.836025646072486,11.827394157130701,12.503284382894458
6,3.103449501700666,4.918884724421123,4.918884724421123,4.918884724421123,11.811001285855786,12.339788870490102
7,4.332251456927775,6.1953532420037565,6.1953532420037565,6.1953532420037565,11.93858442502511,11.606647740144261
8,4.998565633976246,6.842359904787087,6.842359904787087,6.842359904787087,12.017548529675356,10.169063571365193
9,4.9221823821485735,6.763375963412713,6.763375963412713,6.763375963412713,12.026878271259106,9.011509679246888
