,val_loss,val_acc,loss,acc
0,0.197868882393837,0.9402000022888184,0.46535424268245695,0.8554333333333334
1,0.10213694442510605,0.9700000014305115,0.14485994853973388,0.9579666668574015
2,0.07754287363290786,0.9758000009536744,0.08779595321416855,0.9744833330790201
3,0.050727760553359987,0.9838000005722046,0.06286031118035317,0.981316666507721
4,0.045892284178733825,0.9832999981880188,0.043882833391428,0.9869999998410542
5,0.04723613405227661,0.985399997997284,0.035652762353420256,0.9893833331743876
6,0.04698485818505287,0.9842000006675721,0.027965695865948995,0.9918166669209798
7,0.041839878928661346,0.9867999982833863,0.022010143150389194,0.9935833334604899
8,0.06262020354270935,0.9817000009536743,0.016927962344884872,0.995449999777476
9,0.06423082183599473,0.979000000667572,0.01359799591700236,0.996166666952769
10,0.04347076377272606,0.9864999981880188,0.010109204534689586,0.997466666730245
11,0.03762531152367592,0.9882000004768372,0.00785265809521079,0.9979666667302449
12,0.041037015318870544,0.9875000004768372,0.006774174838264783,0.9982833334604899
13,0.05003756909966469,0.9854999981880188,0.005677539779742558,0.9985000002543132
14,0.044380067473649976,0.9877999979972839,0.004543969275554022,0.9988
15,0.04223423792719841,0.9889000003814697,0.00475853637997061,0.99895
16,0.04395211665630341,0.9881000003814697,0.0031380954135830203,0.9992833333333333
17,0.041025020998716355,0.9886999980926514,0.003945138154303034,0.9991666666666666
18,0.048402205467224124,0.9870999982833862,0.0023602840856959423,0.99945
19,0.043865746974945066,0.9884000003814697,0.0035003806641014912,0.9992833333333333
20,0.04570151507258415,0.9882999980926513,0.002257728358109792,0.9993833334604899
21,0.04388559224009514,0.9890999980926514,0.0019428830748734374,0.9996
22,0.04583847053050995,0.9885999979972839,0.0014724076358873088,0.9996333333333334
23,0.047363230419158936,0.9887999980926514,0.0011013029565219768,0.9997166666666667
24,0.04545212661027909,0.989299997997284,0.001356426596765717,0.9996333333333334
25,0.047314286416769026,0.9895000002861023,0.0019389184756961185,0.9994666666666666
26,0.048360037285089495,0.9895000002861023,0.0008869047151393412,0.99975
27,0.05252507209777832,0.9890000003814697,0.0014635372397024185,0.9996666666666667
28,0.057761138111352923,0.9884999979972839,0.0003296256686948861,0.9999833333333333
29,0.05206832545995712,0.9894999979972839,0.0011053697198590575,0.9997333333333334
30,0.05136621160507202,0.9890000004768371,0.0020990407419158147,0.9995666666666667
31,0.05346426790356636,0.9894999979972839,0.0002965139382009511,0.9999833333333333
32,0.05294303066730499,0.9895999979972839,0.0015746624559765526,0.9996166666666667
33,0.09614827634692193,0.9833000004768372,0.00041553808151899524,0.9999500001271566
34,0.06033510457277298,0.989199997997284,0.0006874047749198022,0.9998
35,0.06179549981355667,0.9885999980926514,0.0011488797837742215,0.9997166666666667
36,0.05980733697414398,0.9893000003814697,0.00029402877431130035,0.9999833333333333
37,0.06311204367280006,0.9892000003814697,0.0009555689200836544,0.9998166667302449
38,0.061594064527750014,0.9887999979972839,0.00027973738633421213,0.9999833333333333
39,0.0690274031162262,0.9877999980926514,0.001889371607004917,0.9995166666666667
40,0.06508963267803192,0.9884000004768372,0.0003000172823820321,0.9999833333333333
41,0.06581034404039383,0.9886000003814698,0.0002718595880876819,0.9999833333333333
42,0.06516072161197663,0.9898000002861023,0.0014094418519021322,0.9997
43,0.06396135132908821,0.9893000003814697,0.00027314348855701006,0.9999833333333333
44,0.06855231720209122,0.989099997997284,0.00027055054022827486,0.9999833333333333
45,0.07248955529928207,0.9882999980926513,0.0008894936791281604,0.9998166666666667
46,0.07193273223638534,0.9885999980926514,0.00027860006742830594,0.9999833333333333
47,0.07088943921327591,0.9887000003814698,0.0002696010059001613,0.9999833333333333
48,0.07355628520250321,0.9885000003814697,0.00026919741717148707,0.9999833333333333
49,0.07400725569725036,0.9886000004768372,0.0002690232166895991,0.9999833333333333
50,0.07839684965610504,0.9880999980926514,0.0002688919360273379,0.9999833333333333
51,0.07937799595594407,0.9886999980926514,0.00026883259458257576,0.9999833333333333
52,0.08008373581171035,0.9884999980926513,0.000268806233196392,0.9999833333333333
53,0.08043057413101196,0.9886000004768372,0.00026879014879915153,0.9999833333333333
54,0.08110766036510468,0.9885000004768372,0.0002687807431395034,0.9999833333333333
55,0.08326757230758668,0.9883999980926513,0.00026877505087669914,0.9999833333333333
56,0.08303724142313003,0.9884000004768372,0.00026876981557955634,0.9999833333333333
57,0.08383090450763703,0.9882000004768372,0.0002687668264034604,0.9999833333333333
58,0.08419539061784745,0.9884000004768372,0.00026876468659214274,0.9999833333333333
59,0.08440095192193985,0.9884000004768372,0.00026876314978259566,0.9999833333333333
